BusinessEntityID,Severity,IncidentDate,ClosureDate
10296,Low,4/27/2014,5/4/2014
18199,Medium,12/6/2011,12/8/2011
15470,High,8/18/2012,8/19/2012
16558,Medium,10/9/2012,10/9/2012
6433,Medium,6/5/2011,6/9/2011
12253,Low,7/3/2012,7/9/2012
620,High,7/21/2013,7/24/2013
1236,Low,11/25/2012,11/26/2012
8150,Low,2/12/2012,2/15/2012
17202,Medium,7/27/2013,8/2/2013
17724,High,11/2/2012,11/6/2012
10485,High,9/1/2013,9/5/2013
5066,Low,4/20/2014,4/22/2014
12757,Low,5/25/2013,5/26/2013
9545,High,8/27/2012,8/29/2012
13421,Low,2/24/2014,2/26/2014
6048,Low,2/22/2012,2/24/2012
8443,Medium,1/27/2013,1/29/2013
12854,High,8/17/2011,8/19/2011
5914,High,11/6/2012,11/12/2012
1563,Medium,10/18/2011,10/19/2011
638,High,12/31/2013,1/4/2014
3383,Low,2/11/2014,2/11/2014
15583,Low,11/11/2012,11/18/2012
16789,Medium,4/21/2012,4/26/2012
14526,Low,1/31/2012,2/6/2012
18137,Medium,6/13/2014,6/13/2014
6957,Medium,9/30/2013,9/30/2013
4483,Low,3/17/2013,3/22/2013
3765,High,9/15/2012,9/16/2012
17245,Medium,11/7/2011,11/8/2011
17318,High,4/24/2013,4/28/2013
2249,High,4/24/2013,4/24/2013
5833,High,6/7/2011,6/13/2011
7855,High,1/20/2013,1/22/2013
47,Medium,12/21/2011,12/22/2011
6672,High,7/4/2012,7/8/2012
3591,Low,4/25/2012,5/2/2012
16268,Low,8/16/2011,8/21/2011
3884,Low,11/20/2013,11/22/2013
11949,Low,6/1/2011,6/4/2011
18351,High,2/6/2014,2/6/2014
17353,Medium,3/17/2013,3/18/2013
3762,High,4/15/2014,4/20/2014
9129,High,5/24/2014,5/28/2014
5221,High,6/4/2013,6/11/2013
4604,High,5/4/2012,5/4/2012
7114,High,4/4/2012,4/5/2012
14488,Low,7/6/2013,7/9/2013
17485,High,6/21/2013,6/23/2013
10750,Medium,1/9/2013,1/12/2013
13041,High,2/23/2012,2/24/2012
1811,Low,12/7/2012,12/13/2012
17925,Low,8/6/2013,8/9/2013
7819,Low,2/4/2014,2/7/2014
5641,High,7/1/2011,7/4/2011
15845,Medium,8/25/2011,9/1/2011
14559,Low,11/2/2012,11/7/2012
3344,Low,8/12/2012,8/14/2012
3209,Low,5/22/2012,5/29/2012
10163,High,2/7/2012,2/7/2012
8459,High,10/27/2013,11/1/2013
6373,Medium,11/10/2013,11/17/2013
17004,High,4/8/2012,4/9/2012
1619,High,11/18/2013,11/20/2013
14454,Medium,10/22/2012,10/22/2012
8973,Medium,11/7/2012,11/11/2012
3323,High,9/14/2011,9/15/2011
7894,Low,1/22/2013,1/24/2013
14426,High,1/20/2013,1/26/2013
13758,High,7/16/2011,7/19/2011
6733,Medium,12/1/2011,12/6/2011
17030,High,1/19/2013,1/26/2013
13355,Medium,3/28/2013,3/29/2013
15577,High,6/23/2012,6/29/2012
5041,Low,5/30/2012,6/3/2012
17474,High,3/12/2014,3/19/2014
14035,Low,3/4/2013,3/4/2013
11925,High,4/22/2012,4/23/2012
474,Low,7/9/2013,7/12/2013
8632,High,7/14/2011,7/17/2011
3280,Low,6/3/2013,6/3/2013
4307,Medium,8/15/2012,8/19/2012
17889,Low,3/24/2013,3/29/2013
12723,High,12/26/2011,1/1/2012
6587,High,12/1/2011,12/5/2011
13259,Low,1/27/2012,1/31/2012
14624,High,4/11/2014,4/17/2014
13096,High,3/1/2012,3/4/2012
6227,Low,9/22/2012,9/22/2012
14470,Medium,10/17/2012,10/23/2012
11925,Low,7/8/2013,7/15/2013
10154,Medium,12/16/2012,12/17/2012
332,Medium,5/5/2013,5/12/2013
13791,Medium,3/10/2012,3/16/2012
3057,Low,7/15/2012,7/16/2012
846,Medium,2/16/2013,2/17/2013
8371,Medium,9/11/2011,9/17/2011
5715,Medium,10/6/2013,10/8/2013
15122,Medium,3/27/2014,3/28/2014
13794,Low,12/22/2011,12/27/2011
16546,Low,5/2/2012,5/9/2012
17585,Low,6/6/2013,6/12/2013
167,High,2/9/2012,2/10/2012
7282,Medium,11/27/2011,11/30/2011
13521,Medium,1/7/2014,1/13/2014
18496,High,8/17/2012,8/21/2012
15997,Medium,7/21/2013,7/22/2013
9103,Medium,10/24/2012,10/29/2012
11934,High,1/22/2013,1/28/2013
5928,Low,6/4/2013,6/11/2013
6340,High,8/18/2011,8/19/2011
9927,Medium,7/24/2013,7/24/2013
9360,Low,4/28/2014,4/29/2014
13454,High,1/2/2014,1/5/2014
14547,High,4/29/2013,5/6/2013
4455,Low,9/29/2011,10/6/2011
7510,Low,3/12/2012,3/12/2012
14517,Low,12/26/2012,1/1/2013
237,Medium,4/13/2014,4/15/2014
3971,Medium,6/27/2012,7/3/2012
3994,Medium,11/8/2011,11/11/2011
16048,Low,12/29/2012,1/5/2013
14984,Medium,7/3/2012,7/3/2012
15710,Low,4/20/2014,4/21/2014
11909,Medium,3/24/2012,3/30/2012
17488,High,2/23/2014,2/27/2014
4606,Medium,7/30/2013,7/30/2013
4495,High,6/9/2012,6/15/2012
18267,High,6/21/2014,6/23/2014
4391,Medium,10/22/2012,10/24/2012
13518,High,9/17/2013,9/23/2013
10734,High,10/27/2013,11/2/2013
12449,Low,7/15/2013,7/22/2013
686,Low,11/24/2012,11/30/2012
11173,Medium,12/23/2011,12/30/2011
14467,High,5/23/2012,5/28/2012
18066,Medium,10/15/2012,10/21/2012
9485,Low,6/7/2013,6/12/2013
8009,Medium,11/2/2012,11/2/2012
675,Medium,7/6/2013,7/13/2013
10101,High,3/28/2013,4/1/2013
15986,Low,1/12/2012,1/16/2012
16917,Medium,11/17/2012,11/23/2012
17163,Low,12/22/2011,12/23/2011
1327,High,3/30/2014,4/2/2014
10091,Low,9/18/2013,9/21/2013
4084,High,10/11/2013,10/17/2013
15324,High,7/31/2012,8/1/2012
11544,High,1/10/2013,1/16/2013
12287,Medium,11/10/2011,11/17/2011
16723,Medium,1/4/2012,1/11/2012
16078,Low,7/19/2013,7/20/2013
15972,Medium,4/14/2013,4/17/2013
17454,Medium,12/3/2013,12/7/2013
8098,Medium,12/21/2011,12/26/2011
15397,Low,6/22/2011,6/27/2011
771,Medium,2/20/2012,2/27/2012
18416,High,9/19/2011,9/26/2011
11607,Low,12/29/2011,12/31/2011
1005,Medium,9/10/2013,9/14/2013
6986,Low,5/26/2012,6/2/2012
16883,Medium,6/2/2014,6/7/2014
3925,High,11/24/2013,11/30/2013
15195,Medium,2/17/2014,2/20/2014
3111,High,1/31/2014,2/5/2014
16727,Low,1/24/2014,1/26/2014
17832,High,12/16/2013,12/23/2013
6283,Low,7/23/2012,7/30/2012
3540,Low,2/18/2012,2/22/2012
12413,Medium,3/18/2012,3/18/2012
3799,Low,9/25/2012,9/28/2012
8641,Medium,2/13/2014,2/15/2014
11919,High,2/10/2014,2/10/2014
12711,Low,1/21/2014,1/28/2014
10781,Medium,6/26/2013,6/30/2013
12426,High,12/8/2012,12/12/2012
5355,Low,9/23/2011,9/30/2011
16731,High,1/19/2014,1/22/2014
15723,Low,1/24/2013,1/26/2013
2742,Low,7/21/2012,7/23/2012
1468,High,4/21/2012,4/23/2012
3505,High,9/12/2013,9/18/2013
14396,Low,11/14/2013,11/14/2013
4396,Medium,11/12/2011,11/12/2011
4263,Medium,5/13/2012,5/17/2012
7296,Low,3/15/2012,3/18/2012
14081,Medium,11/5/2011,11/10/2011
11658,High,6/27/2012,6/27/2012
13116,Low,5/15/2012,5/22/2012
9278,Low,1/11/2012,1/12/2012
3112,Medium,9/25/2013,10/1/2013
5220,High,11/21/2011,11/22/2011
6823,Medium,3/10/2012,3/17/2012
9075,Low,7/28/2012,7/29/2012
9387,Low,6/4/2011,6/11/2011
10129,Low,7/30/2012,8/4/2012
6253,Medium,6/21/2011,6/25/2011
7753,Medium,11/25/2012,12/2/2012
1793,Medium,4/6/2012,4/8/2012
7309,Medium,8/1/2013,8/3/2013
8334,High,11/27/2013,11/27/2013
8502,Medium,1/18/2014,1/21/2014
12309,High,3/20/2014,3/24/2014
17439,High,10/18/2012,10/19/2012
11386,Low,1/3/2014,1/10/2014
2127,High,2/21/2013,2/23/2013
4256,High,8/19/2013,8/19/2013
10861,Low,7/23/2011,7/23/2011
10916,High,2/16/2013,2/16/2013
6486,Low,6/2/2012,6/3/2012
7815,Low,3/8/2013,3/9/2013
14988,High,8/21/2013,8/28/2013
16760,High,9/6/2013,9/6/2013
11530,High,5/9/2014,5/9/2014
8149,Low,5/28/2012,6/3/2012
7979,Medium,12/27/2012,1/2/2013
9052,Low,12/6/2013,12/7/2013
17543,High,1/29/2012,2/1/2012
7129,High,12/21/2011,12/26/2011
14651,Low,2/6/2014,2/10/2014
8809,Medium,7/14/2013,7/15/2013
1169,Low,10/22/2012,10/22/2012
13692,High,12/17/2011,12/18/2011
7569,Low,12/1/2012,12/7/2012
366,Low,9/9/2012,9/14/2012
1980,High,10/30/2012,11/6/2012
2652,Medium,7/6/2013,7/10/2013
13642,Low,6/16/2013,6/16/2013
10289,Low,7/21/2012,7/23/2012
13076,Low,12/16/2012,12/22/2012
2290,High,5/26/2014,6/2/2014
17760,Medium,4/23/2013,4/30/2013
9752,High,5/21/2014,5/26/2014
3910,High,6/4/2012,6/5/2012
4602,Medium,7/30/2011,7/30/2011
6626,High,10/4/2011,10/8/2011
11445,Low,4/18/2012,4/25/2012
14094,Low,2/17/2014,2/18/2014
10184,Low,2/20/2013,2/22/2013
17096,Low,3/14/2013,3/16/2013
13101,Medium,2/10/2014,2/13/2014
12860,Medium,7/29/2011,8/2/2011
17200,Medium,12/14/2011,12/20/2011
3438,Low,1/22/2012,1/25/2012
928,Medium,3/19/2012,3/21/2012
4859,High,8/2/2013,8/6/2013
15871,Low,7/25/2011,7/28/2011
6974,Medium,9/8/2012,9/11/2012
6408,High,9/6/2011,9/8/2011
4133,Medium,6/17/2011,6/18/2011
9819,Low,11/26/2013,11/28/2013
13221,High,5/24/2014,5/29/2014
11833,Low,4/29/2014,5/5/2014
9558,Medium,7/31/2013,8/7/2013
16332,Medium,3/8/2013,3/15/2013
2515,Medium,10/6/2012,10/9/2012
11658,Medium,2/16/2012,2/21/2012
9858,High,8/31/2012,9/7/2012
3559,Medium,2/13/2012,2/15/2012
9092,Low,11/6/2013,11/8/2013
14278,Medium,9/25/2012,9/28/2012
5558,Medium,7/5/2011,7/12/2011
2177,High,6/27/2012,7/1/2012
4711,Medium,5/21/2013,5/27/2013
17599,Medium,6/5/2014,6/8/2014
4094,Medium,10/2/2013,10/4/2013
11012,Low,9/17/2011,9/21/2011
13181,High,10/8/2013,10/13/2013
1633,Low,1/29/2013,2/1/2013
15067,High,11/16/2012,11/20/2012
14936,High,9/1/2013,9/2/2013
6730,Medium,7/13/2013,7/20/2013
12543,Low,11/6/2013,11/12/2013
210,High,4/22/2014,4/26/2014
15191,Low,10/23/2012,10/23/2012
2415,High,6/11/2011,6/17/2011
1725,High,10/20/2012,10/26/2012
18476,High,3/2/2014,3/7/2014
12594,Medium,12/28/2012,12/28/2012
16916,Low,1/13/2013,1/15/2013
15400,High,4/17/2012,4/23/2012
7222,High,6/1/2012,6/6/2012
11662,High,11/30/2013,12/3/2013
18002,High,1/31/2014,2/2/2014
11183,Medium,10/7/2013,10/11/2013
4817,High,3/21/2013,3/26/2013
17075,Low,1/23/2012,1/28/2012
11614,Medium,7/23/2011,7/30/2011
1715,High,11/11/2011,11/13/2011
8281,Medium,10/21/2013,10/27/2013
15017,High,4/9/2012,4/9/2012
14887,Low,10/7/2013,10/7/2013
13327,Low,7/6/2012,7/12/2012
3456,Medium,11/23/2013,11/23/2013
13314,High,10/3/2013,10/6/2013
946,Low,11/11/2012,11/14/2012
3603,Medium,11/26/2012,11/27/2012
1664,Low,3/23/2013,3/24/2013
3243,Low,4/17/2013,4/19/2013
8376,Low,2/8/2012,2/14/2012
17555,High,4/8/2013,4/11/2013
14757,High,11/2/2011,11/5/2011
12354,Medium,6/29/2012,7/6/2012
10483,Medium,6/19/2012,6/21/2012
2291,Medium,5/9/2012,5/12/2012
15575,High,5/26/2014,5/30/2014
16129,Low,8/4/2012,8/10/2012
13821,Medium,8/12/2012,8/13/2012
13364,Low,9/18/2011,9/22/2011
18395,Medium,10/19/2011,10/20/2011
16766,Low,5/7/2012,5/10/2012
13994,High,11/15/2012,11/19/2012
2185,High,11/10/2011,11/15/2011
11767,Medium,5/27/2014,5/28/2014
7517,High,9/5/2013,9/11/2013
8656,Medium,4/3/2014,4/7/2014
10251,Low,9/17/2013,9/23/2013
4626,Low,3/1/2013,3/4/2013
3415,Low,2/17/2012,2/23/2012
11079,Medium,3/3/2014,3/4/2014
7325,Low,2/10/2014,2/13/2014
1337,Low,8/12/2011,8/19/2011
9003,Medium,3/4/2013,3/8/2013
16827,Low,12/26/2013,12/28/2013
4353,Medium,3/29/2014,3/31/2014
12127,High,8/25/2012,9/1/2012
7033,Medium,3/30/2012,3/31/2012
5148,Medium,10/9/2011,10/15/2011
11296,High,4/27/2013,5/1/2013
1624,Low,5/27/2013,5/27/2013
8794,Low,1/29/2013,2/3/2013
16044,Low,12/31/2011,12/31/2011
15005,Medium,5/10/2012,5/11/2012
877,Low,10/30/2013,11/4/2013
17272,Medium,10/27/2013,10/29/2013
16923,Low,5/16/2012,5/18/2012
2016,Low,7/18/2011,7/21/2011
9227,Medium,4/6/2012,4/8/2012
6362,Medium,12/1/2013,12/4/2013
12570,Medium,2/28/2012,3/6/2012
1603,High,11/26/2013,11/28/2013
2886,Low,11/2/2011,11/2/2011
15142,Low,3/27/2013,3/30/2013
1838,Low,5/14/2014,5/20/2014
17265,Low,2/18/2013,2/20/2013
13966,Low,8/10/2013,8/15/2013
17857,High,3/12/2012,3/14/2012
15814,High,4/20/2014,4/24/2014
13986,High,9/23/2012,9/26/2012
3560,Low,12/1/2012,12/3/2012
10767,Low,6/28/2013,7/5/2013
1769,Medium,7/11/2011,7/11/2011
2148,Medium,12/25/2012,12/30/2012
1911,Medium,9/3/2012,9/8/2012
13049,High,7/24/2012,7/31/2012
1799,Medium,11/17/2011,11/24/2011
7357,High,6/3/2013,6/6/2013
8740,Low,4/27/2012,4/27/2012
6103,High,9/6/2013,9/10/2013
16708,Medium,2/20/2013,2/23/2013
1556,High,1/9/2012,1/13/2012
11200,Low,7/19/2013,7/24/2013
5615,High,5/27/2013,5/27/2013
14144,High,8/27/2013,8/31/2013
8365,Low,11/2/2012,11/4/2012
18298,Medium,8/19/2012,8/19/2012
478,Low,12/8/2013,12/15/2013
13095,Low,2/23/2012,2/25/2012
8513,High,6/1/2012,6/5/2012
4117,Low,8/20/2011,8/27/2011
12489,High,8/11/2012,8/17/2012
839,High,6/17/2012,6/18/2012
3455,High,11/26/2011,11/30/2011
14980,High,1/20/2012,1/22/2012
16174,High,2/7/2012,2/7/2012
3166,Medium,4/19/2012,4/19/2012
15963,Medium,7/1/2013,7/5/2013
9123,Low,3/31/2012,4/4/2012
8020,High,8/12/2013,8/19/2013
11041,Medium,8/27/2013,8/31/2013
2095,Low,4/2/2014,4/6/2014
13639,Medium,3/26/2014,3/27/2014
5261,Medium,3/4/2012,3/5/2012
15796,Medium,5/5/2014,5/12/2014
13698,Medium,4/23/2014,4/27/2014
6555,Medium,11/10/2012,11/13/2012
11216,High,2/8/2012,2/13/2012
5143,Medium,3/27/2013,3/28/2013
11045,Medium,9/27/2011,9/29/2011
14652,High,1/8/2012,1/14/2012
14708,Low,5/5/2012,5/6/2012
3467,Low,12/5/2012,12/5/2012
7764,Low,6/7/2012,6/10/2012
3779,High,6/5/2011,6/10/2011
18456,High,2/9/2012,2/9/2012
1373,Medium,12/22/2012,12/25/2012
1543,Medium,7/3/2013,7/4/2013
10589,Medium,5/28/2014,5/31/2014
1428,Low,6/29/2014,7/4/2014
5082,High,11/7/2011,11/12/2011
5959,High,6/27/2013,6/28/2013
12187,Low,11/22/2013,11/24/2013
11960,Low,8/26/2013,9/1/2013
12455,High,2/25/2012,2/29/2012
13449,High,9/22/2012,9/22/2012
12938,Medium,7/22/2013,7/25/2013
3521,High,8/19/2013,8/21/2013
17802,High,4/24/2012,4/30/2012
11610,High,12/18/2012,12/21/2012
546,Medium,7/21/2011,7/24/2011
4368,High,3/7/2012,3/14/2012
17221,High,8/2/2012,8/8/2012
11049,Low,9/21/2011,9/21/2011
13337,High,2/16/2013,2/17/2013
3386,Low,11/18/2013,11/19/2013
8264,Medium,1/30/2012,1/30/2012
8972,Low,12/13/2012,12/15/2012
9024,High,2/14/2014,2/16/2014
997,High,3/30/2014,4/5/2014
2786,Low,1/28/2014,1/29/2014
705,High,12/21/2013,12/21/2013
11318,Medium,1/12/2013,1/16/2013
13400,Medium,9/24/2012,10/1/2012
9184,High,11/10/2013,11/11/2013
3866,High,1/18/2013,1/18/2013
13363,Low,1/14/2014,1/21/2014
12578,Low,8/27/2011,9/2/2011
7275,Low,6/18/2013,6/20/2013
13817,Medium,9/2/2013,9/8/2013
4802,High,3/11/2013,3/18/2013
16186,High,11/18/2012,11/20/2012
6061,High,4/3/2014,4/3/2014
17057,Low,6/30/2013,7/2/2013
3028,Medium,10/13/2013,10/17/2013
6955,Medium,10/11/2011,10/17/2011
5578,Medium,11/24/2012,11/26/2012
1638,Low,7/16/2012,7/22/2012
17511,High,7/5/2011,7/9/2011
9273,High,11/26/2012,12/1/2012
13298,High,9/12/2013,9/16/2013
15659,Medium,8/23/2012,8/27/2012
17443,High,1/23/2012,1/30/2012
18042,High,6/28/2014,7/4/2014
4764,Low,5/1/2014,5/3/2014
11675,Medium,7/21/2012,7/21/2012
4183,High,2/4/2014,2/7/2014
14715,Medium,5/28/2013,6/2/2013
8864,Low,4/26/2013,4/26/2013
10672,Medium,3/22/2012,3/26/2012
17800,Low,2/12/2014,2/18/2014
1577,Medium,3/22/2013,3/26/2013
13229,High,6/28/2011,6/30/2011
10834,High,11/28/2013,12/4/2013
12567,Low,8/31/2012,9/7/2012
18300,Medium,1/11/2013,1/17/2013
16383,High,8/19/2011,8/23/2011
2435,Medium,6/15/2012,6/22/2012
16423,High,7/9/2012,7/14/2012
15921,High,2/18/2013,2/19/2013
1038,High,10/18/2013,10/22/2013
8995,High,3/13/2013,3/14/2013
6400,High,9/17/2012,9/22/2012
3447,Low,5/22/2013,5/25/2013
14193,Low,1/5/2013,1/5/2013
17762,High,3/19/2012,3/26/2012
9897,Low,5/2/2012,5/6/2012
15612,High,6/25/2012,6/29/2012
2147,Medium,8/10/2013,8/10/2013
5576,Medium,11/26/2013,12/3/2013
9476,High,4/9/2013,4/13/2013
5427,High,11/26/2012,11/26/2012
11892,Low,10/11/2011,10/14/2011
4778,High,10/12/2012,10/19/2012
13939,High,4/1/2012,4/5/2012
7191,High,7/9/2013,7/14/2013
15409,Low,7/11/2011,7/13/2011
13649,Low,9/10/2013,9/17/2013
3016,High,8/16/2012,8/22/2012
13734,Low,1/18/2014,1/18/2014
4860,Low,8/20/2011,8/20/2011
12893,Medium,2/6/2014,2/11/2014
10131,Low,10/6/2012,10/10/2012
11789,Medium,1/4/2012,1/5/2012
693,High,8/29/2012,9/3/2012
13279,Low,3/8/2012,3/14/2012
17095,High,10/16/2012,10/19/2012
5516,Medium,8/15/2013,8/21/2013
17557,High,1/24/2013,1/26/2013
4450,High,3/27/2014,4/3/2014
12708,Medium,11/1/2011,11/2/2011
16245,Low,1/20/2013,1/25/2013
10025,Low,6/18/2013,6/20/2013
18451,Medium,3/3/2013,3/8/2013
1828,Medium,9/21/2012,9/27/2012
4015,Low,1/30/2012,2/1/2012
11700,Low,7/10/2012,7/17/2012
3684,Medium,7/20/2013,7/21/2013
4856,Medium,6/21/2012,6/24/2012
7688,High,11/20/2011,11/27/2011
8438,Medium,6/7/2014,6/13/2014
5184,Medium,10/10/2012,10/16/2012
1266,High,6/7/2014,6/13/2014
4572,Low,1/6/2014,1/6/2014
3605,Low,12/8/2013,12/10/2013
4650,Medium,4/16/2014,4/21/2014
16468,High,2/6/2014,2/8/2014
1453,Medium,10/18/2012,10/25/2012
3486,Medium,9/11/2011,9/14/2011
18382,Medium,4/28/2013,4/28/2013
6078,High,6/19/2011,6/19/2011
17491,Low,12/2/2012,12/6/2012
1855,Medium,9/29/2013,10/6/2013
2837,Low,1/21/2014,1/21/2014
14121,Medium,6/12/2011,6/14/2011
816,Low,11/24/2012,11/27/2012
8209,Medium,12/28/2011,1/2/2012
13366,Medium,12/28/2013,1/4/2014
13833,Medium,10/2/2012,10/3/2012
12463,High,6/20/2014,6/25/2014
1061,Low,11/26/2011,12/2/2011
15398,Medium,6/20/2012,6/27/2012
14633,High,8/22/2011,8/27/2011
8985,High,9/10/2012,9/11/2012
16612,Low,5/18/2013,5/19/2013
607,Low,1/6/2013,1/6/2013
7703,Medium,12/5/2011,12/9/2011
15266,Low,7/20/2012,7/27/2012
5602,Medium,3/9/2013,3/16/2013
8171,Medium,8/29/2012,9/1/2012
8282,High,10/26/2012,10/30/2012
16533,Low,9/16/2013,9/20/2013
3201,Low,4/6/2012,4/7/2012
15632,Medium,10/28/2013,10/28/2013
10547,Medium,11/11/2012,11/17/2012
3603,High,9/23/2013,9/25/2013
15462,Low,2/9/2013,2/12/2013
1059,High,3/3/2014,3/5/2014
2493,Medium,1/26/2012,1/31/2012
16746,Low,2/1/2013,2/4/2013
3932,Medium,12/5/2012,12/7/2012
15181,High,3/8/2014,3/10/2014
378,High,10/4/2011,10/9/2011
11893,High,12/24/2012,12/31/2012
2517,Low,8/28/2012,8/29/2012
5578,High,2/26/2013,3/5/2013
15587,Low,10/10/2011,10/17/2011
10941,High,5/7/2012,5/13/2012
15064,Low,1/6/2013,1/12/2013
3323,Low,11/6/2011,11/9/2011
2114,Medium,1/14/2013,1/18/2013
7215,High,10/23/2012,10/23/2012
16035,Low,12/12/2011,12/12/2011
10682,Low,6/25/2013,6/27/2013
3357,Low,12/12/2013,12/13/2013
2487,High,2/14/2014,2/17/2014
13137,High,10/22/2012,10/25/2012
13113,Medium,6/23/2012,6/27/2012
1108,Medium,3/28/2014,3/30/2014
13766,Low,6/10/2013,6/10/2013
2042,Medium,4/27/2013,4/29/2013
14010,Medium,1/13/2014,1/20/2014
6886,High,7/6/2013,7/9/2013
11649,Medium,7/12/2011,7/17/2011
1988,High,6/4/2011,6/10/2011
10094,Low,12/19/2011,12/20/2011
7546,Low,2/20/2014,2/25/2014
13012,High,4/13/2012,4/13/2012
5295,High,3/14/2014,3/18/2014
15870,Low,7/20/2013,7/26/2013
15380,Low,6/11/2012,6/16/2012
14144,Medium,5/7/2012,5/13/2012
2087,High,1/17/2012,1/21/2012
7590,Low,11/10/2012,11/13/2012
17256,Medium,7/25/2013,7/25/2013
10206,Low,4/30/2012,5/4/2012
5036,Medium,3/1/2012,3/2/2012
7429,Medium,5/7/2012,5/13/2012
17379,High,9/2/2011,9/9/2011
11271,High,10/29/2011,10/29/2011
1825,High,10/9/2012,10/12/2012
17224,High,7/29/2012,8/5/2012
5908,Medium,3/7/2013,3/11/2013
14176,Medium,2/3/2012,2/7/2012
18108,Medium,12/20/2012,12/20/2012
7743,High,3/11/2012,3/18/2012
12310,Medium,5/19/2013,5/24/2013
11166,Low,1/21/2012,1/26/2012
11870,Medium,11/23/2013,11/23/2013
5439,Low,1/25/2013,1/27/2013
8277,Low,2/5/2014,2/5/2014
2283,Medium,6/28/2014,7/1/2014
4913,Low,1/2/2014,1/5/2014
13918,High,6/28/2011,7/2/2011
11541,Low,12/7/2011,12/8/2011
1966,High,9/9/2013,9/15/2013
9923,Medium,6/20/2013,6/23/2013
4898,Medium,12/20/2013,12/25/2013
8486,Medium,3/16/2012,3/20/2012
833,Low,9/13/2013,9/18/2013
2084,Low,8/30/2012,9/2/2012
4773,Low,3/11/2014,3/13/2014
18372,High,6/25/2012,6/30/2012
13213,Medium,11/3/2012,11/6/2012
14060,High,3/9/2014,3/11/2014
16701,Low,9/8/2012,9/15/2012
57,High,9/27/2012,10/1/2012
10450,Low,4/9/2013,4/13/2013
16382,High,9/8/2011,9/12/2011
6486,Medium,4/5/2013,4/7/2013
7418,Medium,1/15/2012,1/17/2012
17830,Low,10/24/2011,10/24/2011
6690,Low,8/5/2011,8/8/2011
3698,High,12/9/2013,12/16/2013
16978,Medium,9/23/2011,9/30/2011
8381,Medium,7/14/2012,7/17/2012
10387,High,6/13/2013,6/20/2013
7441,High,3/7/2014,3/14/2014
10410,Low,5/5/2013,5/10/2013
4668,Low,10/31/2012,11/2/2012
15599,Medium,6/18/2011,6/25/2011
15606,Medium,8/4/2011,8/4/2011
6771,Medium,5/2/2013,5/4/2013
13063,Medium,9/18/2011,9/25/2011
9810,Low,5/29/2014,5/31/2014
11403,High,6/21/2011,6/21/2011
5892,High,10/9/2013,10/10/2013
5161,High,2/1/2014,2/8/2014
16558,High,7/15/2012,7/15/2012
11178,Medium,1/20/2013,1/24/2013
14684,High,10/29/2011,11/2/2011
17413,High,7/26/2012,7/27/2012
1940,Medium,9/18/2012,9/19/2012
10525,High,3/20/2014,3/24/2014
9466,Low,9/14/2011,9/16/2011
2455,High,10/27/2011,10/28/2011
1296,Medium,8/22/2012,8/26/2012
5757,High,8/8/2013,8/12/2013
13388,High,12/13/2012,12/16/2012
15976,High,10/7/2011,10/9/2011
9074,Low,12/4/2012,12/10/2012
14395,Low,10/31/2011,11/3/2011
13157,Medium,6/8/2011,6/15/2011
8796,High,1/24/2012,1/24/2012
3413,Medium,9/7/2013,9/12/2013
14696,Low,11/20/2011,11/26/2011
13548,Medium,4/6/2013,4/12/2013
7942,Medium,2/20/2014,2/25/2014
11074,Low,2/7/2014,2/10/2014
15176,High,8/21/2011,8/25/2011
16440,Medium,2/15/2014,2/16/2014
14271,Low,6/23/2012,6/27/2012
3477,Low,4/15/2012,4/16/2012
12211,Low,5/19/2013,5/19/2013
1026,Medium,4/28/2013,4/30/2013
4090,Low,4/11/2012,4/16/2012
10743,Low,6/4/2013,6/8/2013
13029,Medium,10/16/2012,10/21/2012
8455,High,12/22/2012,12/22/2012
15090,Low,2/11/2012,2/11/2012
9783,Medium,8/12/2013,8/14/2013
10099,High,2/17/2013,2/21/2013
9437,High,9/22/2011,9/25/2011
392,Medium,8/6/2013,8/13/2013
13166,Low,11/20/2012,11/27/2012
4369,Low,2/15/2014,2/15/2014
5857,Medium,1/20/2012,1/23/2012
2243,Medium,12/14/2011,12/15/2011
9672,Medium,2/17/2014,2/20/2014
3286,Low,9/8/2013,9/10/2013
4126,Medium,8/6/2011,8/8/2011
11971,Medium,8/11/2011,8/15/2011
10094,Medium,10/19/2012,10/19/2012
18399,High,12/25/2012,12/27/2012
2040,Medium,12/13/2012,12/15/2012
3878,Low,4/10/2012,4/10/2012
12147,Low,10/26/2011,10/27/2011
12115,Medium,9/19/2011,9/24/2011
6470,Medium,12/22/2012,12/22/2012
17738,Medium,6/13/2012,6/14/2012
9254,High,10/25/2012,10/30/2012
6347,Low,2/1/2014,2/8/2014
3947,Medium,9/21/2012,9/28/2012
18457,High,12/23/2011,12/30/2011
4941,Medium,10/22/2011,10/23/2011
14729,Low,11/12/2012,11/13/2012
17718,High,5/21/2012,5/27/2012
2925,Low,6/21/2012,6/24/2012
17514,High,9/28/2012,9/29/2012
2970,Low,6/30/2011,7/5/2011
3944,High,10/12/2011,10/15/2011
7019,High,11/14/2012,11/17/2012
6983,High,3/30/2012,4/2/2012
14298,Low,1/30/2012,2/3/2012
5004,Low,9/10/2011,9/17/2011
18212,High,4/19/2014,4/23/2014
6599,Low,7/10/2011,7/13/2011
88,High,9/27/2012,10/1/2012
4025,High,6/12/2012,6/14/2012
6994,High,6/9/2014,6/13/2014
